tyre_id,brand,tyre_size,width_mm,aspect_ratio,rim_inch,country,region,risk_class,td_current_mm,wear_rate_mm_10000km,remaining_life_km,cost_per_1000km,latitude,longitude,kmeans_cluster,gmm_cluster,dbscan_cluster,pca_1,pca_2
TYR01070,BudgetRoad,235/45 R18,235,45,18,Netherlands,Western Europe,low,5.44,0.8967019605856424,42823.593220339,2.7236722653082617,52.3017,4.95177,2,2,-1,0.9918148401784824,-0.3595976119528633
TYR01071,Pirelli,195/65 R15,195,65,15,Italy,Southern Europe,low,5.34,0.8411341744675078,44463.77419354838,2.9220804464469188,45.56084,9.26574,1,1,-1,-1.938910280148902,1.7914094792309019
TYR01072,Goodyear,225/45 R17,225,45,17,Czechia,Eastern Europe,low,6.98,0.5453775283278616,98647.2621359224,2.5234558678121752,50.09344,14.35558,3,3,-1,-0.8363454952087274,-2.0639305289601397
TYR01073,Yokohama,225/45 R17,225,45,17,Czechia,Eastern Europe,low,5.37,0.9388613489559862,40155.024,3.0072013510499316,50.08675,14.31679,4,4,-1,0.7172260508721677,0.5922018982975585
TYR01074,Yokohama,255/40 R19,255,40,19,Germany,Western Europe,low,5.6,1.22684333210649,32603.999999999996,5.7896781580992105,52.55545,13.41092,4,4,-1,3.8673165057564503,1.1410553421383052
TYR01075,Michelin,205/55 R16,205,55,16,Germany,Western Europe,low,6.1,0.5124594139967924,87811.83206106866,2.6413269555159973,52.55857,13.57328,0,0,-1,-1.92675861181712,-0.7297647757647072
TYR01076,Pirelli,255/40 R19,255,40,19,France,Western Europe,low,5.81,0.6385696040868455,65928.59999999998,2.8029601536263553,45.77621,4.78066,2,3,-1,1.3935979012867141,-1.9673108200021627
TYR01077,Yokohama,235/45 R18,235,45,18,Portugal,Southern Europe,low,6.51,0.6208041579441279,79090.96511627904,2.330974364273749,38.75383,-9.05872,3,3,-1,-0.005600337673368998,-1.7530353206783496
TYR01078,Bridgestone,195/65 R15,195,65,15,Norway,Northern Europe,low,7.31,1.0257384366986426,55667.212962962905,3.772874441317909,60.00572,10.73398,1,1,-1,-1.8052806438379856,1.5332805491273311
TYR01079,Pirelli,255/40 R19,255,40,19,Czechia,Eastern Europe,low,6.45,0.7093235831809873,68374.99999999999,3.541394620005224,50.15029,14.40616,2,2,-1,1.8784577147513246,-1.6632600851729795
TYR01080,Michelin,205/55 R16,205,55,16,Germany,Western Europe,low,6.53,0.7583361213337794,65010.75,3.1457349033175848,52.4795,13.30351,0,0,-1,-1.1893757533854454,0.3161441471471491
TYR01081,Bridgestone,225/45 R17,225,45,17,France,Western Europe,low,5.29,1.0689426582698045,34520.09302325582,4.368173650747837,45.75872,4.83535,4,4,-1,1.3453164322646503,1.2230195757295
TYR01082,Michelin,255/40 R19,255,40,19,Poland,Eastern Europe,low,6.77,0.5048165987402745,102413.43119266049,2.6773827307948648,52.20958,20.94495,3,3,-1,0.774672645779706,-3.2410402500854256
TYR01083,Hankook,195/65 R15,195,65,15,Germany,Western Europe,low,4.36,0.8227910654279501,33544.36036036036,3.162003628124096,52.54934,13.45644,1,1,-1,-1.711788275073997,2.085606938493564
TYR01084,Pirelli,195/65 R15,195,65,15,Norway,Northern Europe,low,5.06,1.1623670018947676,29766.84639498432,4.30110749107136,59.84767,10.73541,1,1,-1,-0.8330586689760685,3.192236951629115
TYR01085,Yokohama,195/65 R15,195,65,15,Norway,Northern Europe,critical,1.1,1.2423111828173845,0.0,3.567812846627004,59.90883,10.85262,1,1,-1,-0.24373059026559077,4.7532537614828945
TYR01086,Pirelli,255/40 R19,255,40,19,Germany,Western Europe,low,4.84,0.730197666790268,44371.546874999985,4.043406631776386,52.58845,13.37247,4,2,-1,2.5872717690609135,-0.5652585351920467
TYR01087,Goodyear,205/55 R16,205,55,16,France,Western Europe,low,5.17,0.9224137931034485,38702.80373831774,3.5383684264062665,45.6634,4.77415,1,1,-1,-0.5171108899597907,1.301457343533694
TYR01088,Continental,225/45 R17,225,45,17,Netherlands,Western Europe,low,7.39,0.6919945725915878,83671.1764705882,3.039187323295418,52.38945,4.81782,3,3,-1,-0.43857992490998665,-1.430741903178381
TYR01089,Michelin,205/55 R16,205,55,16,Netherlands,Western Europe,low,7.38,0.5763688760806914,100283.00000000003,2.400532032808689,52.37767,4.92267,0,0,-1,-2.360582591845274,-1.384705326197357
TYR01090,Yokohama,255/40 R19,255,40,19,France,Western Europe,low,6.1,0.5919289685237773,76022.63513513512,2.6839722377127453,45.93857,4.74801,3,3,-1,1.1362105418647894,-2.3822980880372886
TYR01091,Yokohama,205/55 R16,205,55,16,Netherlands,Western Europe,low,6.14,0.59828386995198,75883.71052631576,2.290854606991047,52.30415,5.04095,0,0,-1,-1.9562419003702491,-0.6907185438245682
TYR01092,Yokohama,235/45 R18,235,45,18,Sweden,Northern Europe,low,5.87,0.9289701047480696,45964.8806584362,3.33680515535329,59.39911,18.13538,2,2,-1,1.2092020443649694,-0.20242589250448922
TYR01093,Yokohama,235/45 R18,235,45,18,Spain,Southern Europe,low,6.03,0.4841631786093583,91498.07741935484,1.9619943657592946,40.42338,-3.73361,3,3,-1,-0.22321238226173187,-2.197562395257937
TYR01094,Goodyear,205/55 R16,205,55,16,Poland,Eastern Europe,low,4.97,1.0510555472376106,32063.005698005687,4.20773589208801,52.27725,21.11194,1,1,-1,0.2061370977577586,2.323103331815469
TYR01095,Goodyear,235/45 R18,235,45,18,Sweden,Northern Europe,low,5.55,0.7963177364244767,49603.31560283689,3.557787677050391,59.25572,18.1042,2,2,-1,1.1595388273207043,-0.3041009153406026
TYR01096,Pirelli,225/45 R17,225,45,17,Norway,Northern Europe,high,2.42,1.0807757484466203,7587.142857142856,4.6283891922425155,59.92439,10.67218,4,4,-1,2.288007630611838,2.8138942921402528
TYR01097,Yokohama,195/65 R15,195,65,15,Italy,Southern Europe,low,7.48,0.6845448129851792,85896.49484536092,2.2646940951635233,45.51006,9.29532,0,0,-1,-3.1390609139313637,-0.033317228314315515
TYR01098,Continental,235/45 R18,235,45,18,Spain,Southern Europe,low,6.52,0.5821513002364068,84514.11167512687,2.80049417218225,40.43769,-3.76029,3,3,-1,0.29051715674607864,-1.661281922078521
TYR01099,Goodyear,225/45 R17,225,45,17,Germany,Western Europe,low,5.6899999999999995,0.6458657621448322,63325.852517985586,2.785965938195044,52.41332,13.43039,2,2,-1,-0.07093677960215451,-0.8282659225107927
TYR01100,Goodyear,205/55 R16,205,55,16,France,Western Europe,low,4.7,0.8780602636534839,35305.09383378017,3.3343792135063812,45.90603,4.81835,1,1,-1,-0.5515287615101688,1.4072381683240172
TYR01101,Bridgestone,225/45 R17,225,45,17,Italy,Southern Europe,low,5.82,0.7261497370837158,58114.735632183925,3.189955594650045,45.44262,9.14972,2,2,-1,0.2463028500535265,-0.31867348233372805
TYR01102,Yokohama,195/65 R15,195,65,15,Portugal,Southern Europe,low,4.65,0.8920827654565728,34189.65277777779,3.639764756954958,38.83181,-9.20777,1,1,-1,-1.5018225634716393,2.4162313188339573
TYR01103,Hankook,205/55 R16,205,55,16,Norway,Northern Europe,medium,2.84,0.9828788839568802,12615.999999999998,3.838066949237393,59.89009,10.80896,1,1,-1,0.3952031817192231,2.9294129118896657
TYR01104,Hankook,225/45 R17,225,45,17,Germany,Western Europe,medium,3.58,1.1018089741542534,17970.447204968943,3.6563555076229033,52.43936,13.36638,4,4,-1,1.653250643651236,1.9648327002501953
TYR01105,Bridgestone,195/65 R15,195,65,15,Poland,Eastern Europe,low,4.2,1.0399005312535323,25002.391304347828,4.271540462454796,52.17962,21.11194,1,1,-1,-0.7560658279083252,3.5087155693396
TYR01106,Bridgestone,205/55 R16,205,55,16,Poland,Eastern Europe,low,4.26,0.772931066691575,34414.45317220542,3.3202373878233566,52.20921,21.04663,1,1,-1,-0.49723629071198905,1.422165435865352
TYR01107,Pirelli,205/55 R16,205,55,16,Poland,Eastern Europe,low,6.43,0.8072834910526083,59830.283333333304,3.259330993740003,52.22606,21.04558,0,0,-1,-1.1894107581944215,0.32517414751452134
TYR01108,Hankook,255/40 R19,255,40,19,Portugal,Southern Europe,low,4.01,0.798643493005511,30176.167728237782,3.1131392563026616,38.69959,-9.18474,4,2,-1,2.454183467821604,-0.3599968729536245
TYR01109,Yokohama,205/55 R16,205,55,16,Italy,Southern Europe,medium,2.93,0.9810221479672707,13557.288209606988,3.652855057219587,45.40115,9.30905,1,1,-1,0.22169440922476452,2.639347945457851
TYR01110,Bridgestone,195/65 R15,195,65,15,Italy,Southern Europe,low,5.72,0.6542078553046156,62976.92647058822,2.3100997557269562,45.42338,9.22416,0,0,-1,-2.6266363349646875,0.7443094118771624
TYR01111,BudgetRoad,205/55 R16,205,55,16,Italy,Southern Europe,medium,3.41,0.6777214476834248,26707.137662337667,2.0683675419228766,45.59174,9.12134,1,1,-1,-0.8514122955155046,1.4100590489660048
TYR01112,Goodyear,235/45 R18,235,45,18,Germany,Western Europe,low,6.68,0.7102418939783844,71524.92753623183,3.538345955713056,52.56159,13.40542,2,2,-1,0.6072687516551163,-1.077345891738834
TYR01113,Bridgestone,255/40 R19,255,40,19,Spain,Southern Europe,low,6.92,0.7035016994703973,75621.70786516857,2.8164839165416966,40.58509,-3.68185,3,3,-1,1.3578068831220487,-2.286278428102656
TYR01114,Continental,225/45 R17,225,45,17,Italy,Southern Europe,low,7.1,0.46779772689836924,117572.18309859157,2.0451278369734625,45.57886,9.24229,3,3,-1,-1.3868561474790624,-2.749526112383061
TYR01115,Pirelli,255/40 R19,255,40,19,Germany,Western Europe,low,6.16,0.6842971804898128,66637.71428571429,2.9857914234031258,52.66119,13.34003,2,2,-1,1.525763850686254,-2.0288371906029856
TYR01116,Bridgestone,225/45 R17,225,45,17,Spain,Southern Europe,low,6.9,0.7249263124352746,73110.87912087911,2.7604216548799387,40.63129,-3.66704,3,2,-1,-0.2547402249105421,-1.0604500442995366
TYR01117,BudgetRoad,205/55 R16,205,55,16,Czechia,Eastern Europe,low,4.54,0.9447558046437149,31119.15254237288,2.285587451573706,50.18364,14.33265,1,1,-1,-0.625670741830843,1.6091974570895715
TYR01118,Yokohama,195/65 R15,195,65,15,Poland,Eastern Europe,low,6.43,1.0860484544695077,44473.15384615382,3.55533402195585,52.37345,21.01569,1,1,-1,-1.7356286442449282,1.998057954324804
TYR01119,Yokohama,235/45 R18,235,45,18,Czechia,Eastern Europe,low,7.11,0.9174311926605505,60058.99999999999,3.425690909348723,49.95831,14.47461,2,2,-1,0.806451503044945,-0.8873711083495945
TYR01120,Michelin,205/55 R16,205,55,16,Sweden,Northern Europe,low,6.64,0.49374008111444173,102078.00000000003,2.1527527542876412,59.32988,18.05605,0,0,-1,-2.3711642596345053,-1.4921171322741462
TYR01121,Hankook,225/45 R17,225,45,17,Germany,Western Europe,low,4.59,0.8056031502690353,37115.048507462685,3.377707882071565,52.7092,13.44444,2,2,-1,0.7427554646717407,0.5312059393348282
TYR01122,Pirelli,255/40 R19,255,40,19,Italy,Southern Europe,medium,3.97,0.721917412647993,32829.240000000005,3.5287821785903546,45.32736,9.34445,4,2,-1,2.581351407119966,-0.30815984931054463
TYR01123,Pirelli,225/45 R17,225,45,17,Czechia,Eastern Europe,low,6.83,0.9416611491208705,55540.14843750004,4.244996888364085,50.01345,14.41436,2,2,-1,0.6919129050467074,0.017248728011674336
TYR01124,BudgetRoad,225/45 R17,225,45,17,Germany,Western Europe,low,6.86,0.9897070467141719,53147.04000000004,2.815268063141788,52.45406,13.39547,2,2,-1,0.2708142479083071,-0.12007656622093883
TYR01125,Bridgestone,255/40 R19,255,40,19,Poland,Eastern Europe,low,4.75,0.8502437365378075,37048.2,4.1014928344499415,52.33932,20.9923,4,2,-1,2.743008773654459,-0.11088143741356205
TYR01126,Goodyear,225/45 R17,225,45,17,Germany,Western Europe,low,5.28,0.8491752865529772,43336.16460905351,3.9809782173524515,52.41222,13.39322,4,2,-1,0.9970672703307489,0.5878367386598233
TYR01127,Continental,225/45 R17,225,45,17,Czechia,Eastern Europe,low,6.23,0.9178302666492668,50445.05687203794,4.159241815173376,50.01793,14.40311,4,2,-1,0.9761846808344432,0.5272077392295852
TYR01128,Pirelli,205/55 R16,205,55,16,France,Western Europe,low,6.265,0.6037218307965363,77270.68596881958,2.387890210926214,45.798,4.73026,0,0,-1,-1.819049026157991,-0.6344501985358584
TYR01129,Yokohama,255/40 R19,255,40,19,Norway,Northern Europe,low,6.95,0.9008412267337883,59388.9338235294,3.617461528217873,59.87593,10.63548,2,2,-1,2.0937657514975365,-1.244162857666067
TYR01130,Hankook,225/45 R17,225,45,17,Germany,Western Europe,low,6.2,0.8602423934231715,53473.300492610826,2.6269181745468373,52.48422,13.57871,2,2,-1,0.1639656313520063,-0.2961755580719302
TYR01131,Goodyear,195/65 R15,195,65,15,France,Western Europe,low,7.68,0.5622284692052139,108141.09090909081,2.127905508017779,45.78734,4.72449,0,0,-1,-3.443917510941518,-0.6531220933385138
TYR01132,BudgetRoad,225/45 R17,225,45,17,France,Western Europe,low,7.31,1.1220196353436185,50890.37499999999,2.676224611708483,45.74389,4.77459,2,4,-1,0.19780660694174876,-0.2705132732696149
TYR01133,BudgetRoad,255/40 R19,255,40,19,Poland,Eastern Europe,low,5.58,0.6707413875218287,59337.325443787005,2.0957415205179393,52.22702,21.02223,2,2,-1,1.2397574894617993,-2.1266642112847385
TYR01134,Michelin,255/40 R19,255,40,19,Germany,Western Europe,low,5.75,1.0696016121531546,38799.49275362319,6.1027478478622665,52.47969,13.41276,4,4,-1,3.720248941430204,0.7735903049469328
TYR01135,Yokohama,205/55 R16,205,55,16,France,Western Europe,low,6.16,0.9996314722682881,45616.81105990784,3.283336358765306,45.76469,4.87259,1,1,-1,-0.6856766648340186,1.1414409467532591
TYR01136,Continental,255/40 R19,255,40,19,Spain,Southern Europe,low,4.91,0.4768626254148705,69412.024,2.5366465234203077,40.54446,-3.82396,3,3,-1,1.3258920624016695,-2.1834309303609323
TYR01137,Continental,225/45 R17,225,45,17,Norway,Northern Europe,low,5.77,1.2432616191539996,33540.80859374999,5.73045697268307,60.02556,10.885,4,4,-1,1.98193371866406,1.8496193294443644
TYR01138,Bridgestone,225/45 R17,225,45,17,Spain,Southern Europe,low,5.89,0.5977796754910336,71765.57142857138,2.7238412088433455,40.35074,-3.85389,3,3,-1,-0.2158294712887703,-0.9557523244461412
TYR01139,Hankook,235/45 R18,235,45,18,Spain,Southern Europe,low,5.92,0.7100775193798453,60838.42794759823,2.4816188767312863,40.5113,-3.6668,2,2,-1,0.4913816888123305,-1.1950104258721246
TYR01140,Michelin,255/40 R19,255,40,19,Italy,Southern Europe,low,6.81,0.6803056445649495,76583.22463768115,3.469042622148796,45.45632,9.15309,2,3,-1,1.4953463932478506,-2.235309806141145
TYR01141,Goodyear,205/55 R16,205,55,16,Spain,Southern Europe,low,5.02,0.7751422203000765,44120.93562231759,3.6791619959008157,40.508,-3.79971,1,1,-1,-0.5755586138710935,1.113894547156866
TYR01142,Goodyear,235/45 R18,235,45,18,Netherlands,Western Europe,low,5.09,0.7529552001589354,46350.69920844326,3.0962179769172917,52.36426,5.0144,2,2,-1,1.0029776604062675,-0.3688212463875765
TYR01143,Bridgestone,195/65 R15,195,65,15,Germany,Western Europe,medium,3.18,0.8490584796484459,18608.847775175647,3.5075549192588023,52.65301,13.37557,1,1,-1,-1.1542966950491536,3.11582075157506
TYR01144,Yokohama,235/45 R18,235,45,18,Norway,Northern Europe,low,7.03,0.8623188405797104,62969.74789915964,2.8642793029467146,59.82726,10.7034,2,2,-1,0.6019457528184221,-1.0052835532433102
TYR01145,Michelin,225/45 R17,225,45,17,Sweden,Northern Europe,low,6.5,0.9888932190179264,49550.344827586225,4.577020202020201,59.3302,18.12254,4,2,-1,1.1505644341624164,0.6742300032081556
TYR01146,Yokohama,255/40 R19,255,40,19,Czechia,Eastern Europe,low,6.5,0.7107601184600199,68940.27777777778,2.8840458652896954,50.04446,14.38218,2,2,-1,1.4832537683496474,-2.0975752091862545
TYR01147,Yokohama,195/65 R15,195,65,15,Sweden,Northern Europe,low,6.06,0.9604984208021459,46434.22522522522,3.002132713761678,59.31545,18.06543,1,1,-1,-1.9733299826301025,1.6574360454652741
TYR01148,Michelin,255/40 R19,255,40,19,Germany,Western Europe,medium,3.06,0.9486919236903701,15389.611353711789,5.5696383466987625,52.41265,13.31059,4,4,-1,3.8284058439344077,1.3125845728183536
TYR01149,Michelin,225/45 R17,225,45,17,Portugal,Southern Europe,low,5.03,0.624964810539947,54883.090090090096,3.279461363343071,38.60153,-9.08898,2,2,-1,0.2893121438617653,-0.2925710156370117
TYR01150,Pirelli,195/65 R15,195,65,15,Portugal,Southern Europe,low,7.38,0.6065605590062115,95291.39199999993,2.286379552362105,38.72696,-9.16165,0,0,-1,-3.3489510950404138,-0.5141558643319823
TYR01151,Yokohama,205/55 R16,205,55,16,Portugal,Southern Europe,low,6.8,0.5837617823479005,89077.43119266054,2.014581400544655,38.78159,-9.30621,0,0,-1,-2.2460490774251585,-1.245584859702103
TYR01152,Michelin,205/55 R16,205,55,16,Sweden,Northern Europe,low,6.58,1.037242731133616,48011.90551181104,4.948892518784709,59.24407,17.97807,1,1,-1,-0.12368321031870518,1.5492517112547195
TYR01153,Yokohama,195/65 R15,195,65,15,Germany,Western Europe,low,7.28,0.8231745632776168,69001.16030534354,2.410641389169216,52.60579,13.39764,0,0,-1,-2.636568713352796,0.6660699991450791
TYR01154,Goodyear,205/55 R16,205,55,16,Norway,Northern Europe,medium,3.58,1.0800164491483237,18333.05410821643,4.188201521381643,59.82461,10.71925,1,1,-1,0.30363074102882004,2.7691383749285774
TYR01155,Bridgestone,255/40 R19,255,40,19,Sweden,Northern Europe,low,6.65,0.6529272296188214,77343.99441340788,2.7085025165503565,59.38714,18.02433,3,3,-1,1.2483849091694952,-2.3376654032304143
TYR01156,BudgetRoad,205/55 R16,205,55,16,Poland,Eastern Europe,medium,3.92,0.9122790932220873,25430.814070351753,2.528605956483189,52.29155,21.01294,1,1,-1,-0.5829779481250115,1.7950653614328866
TYR01157,Continental,205/55 R16,205,55,16,Spain,Southern Europe,low,7.03,0.347996486249071,156036.05825242714,1.3683372673703793,40.42039,-3.56874,0,0,-1,-3.404448590953815,-2.993747710621485
TYR01158,Pirelli,225/45 R17,225,45,17,France,Western Europe,low,4.29,0.8810237140100543,30532.66282420749,4.21732893750235,45.69358,4.91871,4,4,-1,1.3978569255678517,1.209943806894848
TYR01159,Yokohama,235/45 R18,235,45,18,Portugal,Southern Europe,low,6.39,0.6209955643173981,77134.20634920629,2.443848494352551,38.68556,-9.22869,3,3,-1,0.17403668827591443,-1.6133101060198545
TYR01160,Continental,205/55 R16,205,55,16,Norway,Northern Europe,low,7.87,0.7099002302379119,88322.27027027034,2.7809657949448363,60.01147,10.86969,0,0,-1,-1.8784199952588507,-0.9431955249735486
TYR01161,Michelin,255/40 R19,255,40,19,Poland,Eastern Europe,low,5.52,0.7949915532147472,49308.69999999999,4.270060643263894,52.23159,21.00828,2,2,-1,2.393112493680915,-0.7321345493681918
TYR01162,Michelin,255/40 R19,255,40,19,Sweden,Northern Europe,low,4.87,0.8651900756043017,37795.16307692309,4.538532356720603,59.40508,18.13307,4,2,-1,2.9632484134622303,0.06570958252949297
TYR01163,Bridgestone,255/40 R19,255,40,19,Sweden,Northern Europe,low,7.0,1.075342465753425,50216.56050955413,4.553003085631179,59.36885,18.11737,4,4,-1,2.788663513944151,-0.32536216604806967
TYR01164,BudgetRoad,255/40 R19,255,40,19,Italy,Southern Europe,low,6.09,0.8557496690024866,52468.61509433961,2.440804202974179,45.51109,9.21244,2,2,-1,1.6871140939702578,-1.5818755017627537
TYR01165,Yokohama,225/45 R17,225,45,17,Portugal,Southern Europe,low,6.67,0.4740226216736283,106956.92079207923,1.4986870363097393,38.65956,-9.15812,3,3,-1,-1.3814877024778138,-2.758735010646332
TYR01166,Yokohama,235/45 R18,235,45,18,Sweden,Northern Europe,low,5.58,1.1841479752798305,33610.664233576645,4.794389599912742,59.45923,17.97884,4,4,-1,2.264926341533566,1.2892070809171507
TYR01167,Pirelli,205/55 R16,205,55,16,Poland,Eastern Europe,low,6.83,0.728036401820091,71837.06730769231,3.0100299273336875,52.20334,21.10654,0,0,-1,-1.5180759481596389,-0.27379657567693383
TYR01168,Pirelli,235/45 R18,235,45,18,Germany,Western Europe,low,6.52,0.6795151996820985,72404.56140350873,3.322655091778876,52.54665,13.26533,2,3,-1,0.5617181648622978,-1.1693293729359684
TYR01169,Yokohama,255/40 R19,255,40,19,Italy,Southern Europe,low,7.06,0.6460582270199542,84512.50632911391,2.3752201504743216,45.44815,9.19928,3,3,-1,1.0277560864402944,-2.6836186821000956
TYR01170,Yokohama,255/40 R19,255,40,19,Italy,Southern Europe,medium,3.86,0.9734322899860172,23216.817679558008,3.7463899187727154,45.48013,9.17074,4,4,-1,2.9438004100916086,0.3177619242390571
TYR01171,Michelin,195/65 R15,195,65,15,Czechia,Eastern Europe,medium,3.5,0.7336185477587145,25899.018036072142,2.8708016378331584,50.10693,14.4942,1,1,-1,-1.712428376706204,2.22384475361895
TYR01172,Pirelli,225/45 R17,225,45,17,Italy,Southern Europe,low,4.85,0.918827003967662,35371.18506493506,4.081740181922695,45.41291,9.25554,4,4,-1,1.2755427262681316,1.1381014106158318
TYR01173,Goodyear,205/55 R16,205,55,16,Spain,Southern Europe,low,6.51,0.44801686651732797,109594.08823529407,1.987970962676298,40.43003,-3.74695,0,0,-1,-2.516202567851629,-1.6239776074297199
TYR01174,Continental,205/55 R16,205,55,16,France,Western Europe,low,4.33,1.046897349280258,26077.05523255814,5.084323998570977,45.79641,4.84371,1,1,-1,0.4656929573919092,2.653444099531048
TYR01175,BudgetRoad,255/40 R19,255,40,19,Netherlands,Western Europe,low,6.78,1.069963740117696,48412.85555555555,2.7661168610922386,52.34238,4.95312,2,4,-1,1.9903057742672068,-1.0619142444535439
TYR01176,Goodyear,205/55 R16,205,55,16,Spain,Southern Europe,low,6.0,0.5066674090364969,86841.97802197801,2.07790658152926,40.25628,-3.64656,0,0,-1,-1.9938707894440755,-0.8182136049989864
TYR01177,Bridgestone,195/65 R15,195,65,15,Netherlands,Western Europe,low,6.77,0.646879756468798,79922.11764705877,2.3657454735455157,52.30934,4.91779,0,0,-1,-3.013839963412484,0.09190265314849154
TYR01178,Bridgestone,255/40 R19,255,40,19,Poland,Eastern Europe,low,6.33,0.7383100902379,64065.222222222226,3.7014623594577536,52.35008,21.07963,2,2,-1,2.013667450953498,-1.416364498960645
TYR01179,Bridgestone,235/45 R18,235,45,18,Portugal,Southern Europe,low,6.12,0.6071590394200271,74445.07462686567,2.7540775472395467,38.7558,-9.07787,3,3,-1,0.17990960773159748,-1.6126058324437245
TYR01180,BudgetRoad,235/45 R18,235,45,18,France,Western Europe,low,6.95,1.0801203171998908,49531.51898734176,4.739687574318674,45.62369,4.97861,2,4,-1,1.6342870052979033,0.21887306823265043
TYR01181,Goodyear,225/45 R17,225,45,17,Netherlands,Western Europe,low,5.9,0.935164262124109,45981.22676579927,3.640451321410462,52.36463,4.94019,2,2,-1,0.7896107774060065,0.47775288385973885
TYR01182,Continental,195/65 R15,195,65,15,Netherlands,Western Europe,low,7.44,0.5257623554153517,111076.80000000012,2.070549126204176,52.37189,4.87638,0,0,-1,-3.7812743938124584,-1.0911536486067543
TYR01183,Continental,195/65 R15,195,65,15,Spain,Southern Europe,low,7.65,0.48763736263736196,124067.605633803,2.0976341520905106,40.56285,-3.68454,0,0,-1,-3.9646337921708317,-1.420198664834588
TYR01184,Continental,255/40 R19,255,40,19,Netherlands,Western Europe,low,7.33,0.6471389645776565,88543.57894736844,3.2354953963968875,52.29969,4.88518,3,3,-1,1.0881504958170953,-2.7112638448315565
TYR01185,Pirelli,205/55 R16,205,55,16,Sweden,Northern Europe,low,5.69,1.0880888991781454,37588.84042553192,3.972705475740294,59.4045,18.02252,1,1,-1,-0.1978760828351611,1.7939338421491917
TYR01186,BudgetRoad,225/45 R17,225,45,17,Italy,Southern Europe,low,6.31,0.6628893085953412,71052.58659217876,1.741461205165238,45.30379,9.17108,3,2,-1,-0.7033816865354823,-1.408285867271943
TYR01187,Pirelli,195/65 R15,195,65,15,Italy,Southern Europe,low,5.44,0.8832477346331251,43475.91111111111,3.779327921402656,45.37679,9.25701,1,1,-1,-1.7583310763402282,1.9669454808685065
TYR01188,Yokohama,255/40 R19,255,40,19,Czechia,Eastern Europe,low,5.58,0.4640815252493839,85760.79381443303,1.9230378202521345,50.06616,14.57271,3,3,-1,0.8441401804404395,-2.7652490954201667
TYR01189,Continental,195/65 R15,195,65,15,Italy,Southern Europe,low,6.9,0.9017324623686449,58775.74803149609,3.988622083545691,45.50573,9.19348,1,1,-1,-1.7599422177928787,1.6758411247764955
TYR01190,Hankook,255/40 R19,255,40,19,Spain,Southern Europe,low,6.79,0.5743136636162826,90368.73626373628,2.2173750792831224,40.45579,-3.72262,3,3,-1,0.8474094826372237,-2.9819913583167854
TYR01191,Hankook,235/45 R18,235,45,18,Norway,Northern Europe,low,6.68,1.0930246224363867,46476.537634408625,4.283900537502841,60.0764,10.82678,4,4,-1,1.7663308225650614,0.5336436867407696
TYR01192,Hankook,235/45 R18,235,45,18,Norway,Northern Europe,low,5.73,1.129160063391442,36575.859649122816,4.129199228949363,59.9156,10.65924,4,4,-1,1.843298812304778,0.8021917671179402
TYR01193,Yokohama,205/55 R16,205,55,16,Netherlands,Western Europe,low,6.64,0.7477820025348552,67399.3220338982,2.7342522742775364,52.38723,4.81935,0,0,-1,-1.383687474554947,0.03274348869708295
TYR01194,BudgetRoad,205/55 R16,205,55,16,Sweden,Northern Europe,medium,4.19,1.4688041594454073,17633.39233038348,4.513011308637109,59.38038,18.05596,1,1,-1,0.9147686313621297,3.679386186992573
TYR01195,Pirelli,235/45 R18,235,45,18,France,Western Europe,low,7.46,0.5098161978444612,114943.3859649123,2.392057600286212,45.69935,4.87846,3,3,-1,-0.46419643366429286,-2.868599782557179
TYR01196,BudgetRoad,255/40 R19,255,40,19,Netherlands,Western Europe,low,4.69,0.6005721987090062,51450.933070866144,2.0033296432957615,52.29707,4.8505,2,2,-1,1.3530844096268717,-1.837849275574938
TYR01197,Yokohama,255/40 R19,255,40,19,Germany,Western Europe,low,7.18,0.7454739084132057,74851.71428571426,2.9340571009950964,52.63243,13.45799,2,2,-1,1.4105423325648236,-2.2623349067497003
TYR01198,Continental,195/65 R15,195,65,15,Norway,Northern Europe,high,1.93,0.7191735517311879,4588.600334448158,3.218956992320751,60.05347,10.74659,1,1,-1,-0.9882820784301569,3.40440902863069
TYR01199,Bridgestone,255/40 R19,255,40,19,Norway,Northern Europe,low,5.02,0.914796298266142,37385.372093023245,4.5352551147041105,60.10511,10.82835,4,4,-1,2.974310772437865,-0.012431920652030746
TYR01200,Pirelli,205/55 R16,205,55,16,Czechia,Eastern Europe,low,4.21,0.9961406070720766,26201.12041884817,3.9483109660713755,49.94267,14.48395,1,1,-1,0.14010624151290518,2.3449546457015
TYR01201,Continental,255/40 R19,255,40,19,Netherlands,Western Europe,low,6.74,0.46657123164201253,110165.3863636364,2.7385871212741715,52.38054,5.00522,3,3,-1,0.7354516222699513,-3.2224755217214716
TYR01202,Hankook,195/65 R15,195,65,15,Italy,Southern Europe,low,4.11,0.815466600570083,30779.92401215806,3.1776483861180074,45.37449,9.41024,1,1,-1,-1.6301831186371942,2.1981679747042024
TYR01203,Hankook,235/45 R18,235,45,18,Germany,Western Europe,low,7.28,0.6723676480188003,84477.59223300968,2.374429774583233,52.32377,13.46379,3,3,-1,-0.14218580440967246,-2.17593515786772
