tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id,risk_binary
TYR01531,Bridgestone,BRI-Drive-592,255/40 R19,255,40,19,all-season,mid-range,ev,2000.0,fwd,front_left,Netherlands,Western Europe,Amsterdam,52.33589,5.03478,oceanic,rural,2019-03-03,spring,22566.0,7.35,5.88,5.61,5.87,5.8,1.4699999999999998,0.6514224940175485,88268.36734693877,65702.36734693877,A,C,73.3,7.93,314.85,3.566962995503047,low,0,0
TYR01532,Goodyear,GOO-Grip-835,205/55 R16,205,55,16,summer,premium,family,1511.0,awd,rear_left,Norway,Northern Europe,Oslo,59.89836,10.83836,cold,mountain,2019-02-25,winter,20873.0,7.96,5.79,5.46,5.75,5.69,2.17,1.0396205624490968,61176.1658986175,40303.1658986175,E,B,75.0,3.75,263.03,4.299550260078395,low,0,0
TYR01533,Bridgestone,BRI-Grip-853,205/55 R16,205,55,16,all-season,mid-range,ev,2203.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.41141,18.09511,cold,urban,2020-11-05,autumn,23315.0,8.11,5.94,5.67,5.92,5.67,2.169999999999999,0.9307312888698258,69945.00000000003,46630.00000000002,A,B,77.6,7.75,276.92,3.959110729859174,low,0,0
TYR01534,Hankook,HAN-Grip-477,205/55 R16,205,55,16,winter,mid-range,suv,1867.0,awd,rear_right,Norway,Northern Europe,Oslo,59.89658,10.81077,cold,rural,2019-07-16,summer,28406.0,7.77,4.56,4.36,4.56,4.54,3.21,1.1300429486728156,54599.69470404984,26193.69470404984,B,B,72.7,6.43,204.62,3.747640002551565,low,0,0
TYR01535,Goodyear,GOO-Tour-148,225/45 R17,225,45,17,summer,premium,city,1139.0,awd,front_right,Germany,Western Europe,Berlin,52.38536,13.37535,continental,rural,2022-08-21,summer,29113.0,7.9,6.1,5.86,6.01,6.04,1.8000000000000007,0.6182804932504382,101895.49999999997,72782.49999999997,D,B,74.2,4.27,293.43,2.8797150021345406,low,0,0
TYR01536,Yokohama,YOK-Eco-214,225/45 R17,225,45,17,winter,mid-range,suv,1623.0,rwd,rear_right,Portugal,Southern Europe,Lisbon,38.74227,-9.26812,mediterranean,mixed,2020-08-19,summer,43038.0,7.33,4.0,3.51,3.98,3.97,3.33,0.7737348389795065,74056.37837837837,31018.37837837838,D,D,74.0,3.97,220.17,2.973005226843245,medium,1,0
TYR01537,Pirelli,PIR-Drive-882,205/55 R16,205,55,16,all-season,premium,ev,1820.0,rwd,rear_right,Italy,Southern Europe,Milan,45.46883,9.14023,mediterranean,rural,2019-12-14,winter,52013.0,7.55,3.72,3.47,3.61,3.69,3.8299999999999996,0.7363543729452251,80803.4856396867,28790.485639686693,B,D,73.8,6.48,296.11,3.6645696365178257,medium,1,0
TYR01538,Pirelli,PIR-Drive-801,225/45 R17,225,45,17,all-season,premium,family,1485.0,rwd,front_right,France,Western Europe,Lyon,45.78603,5.00529,temperate,urban,2021-02-23,winter,21472.0,7.91,6.42,6.01,6.35,6.31,1.4900000000000002,0.6939269746646797,90931.75838926174,69459.75838926174,D,C,71.9,4.35,288.75,3.175458224000416,low,0,0
TYR01539,Continental,CON-Eco-361,235/45 R18,235,45,18,winter,premium,city,1252.0,awd,front_left,Italy,Southern Europe,Milan,45.44255,9.14833,mediterranean,urban,2025-10-21,autumn,35483.0,7.38,5.15,5.01,5.09,5.08,2.2299999999999995,0.6284699715356648,91969.39013452918,56486.390134529174,D,E,74.3,4.92,305.09,3.3172993705158467,low,0,0
TYR01540,Pirelli,PIR-Grip-438,195/65 R15,195,65,15,winter,premium,fleet,1786.0,fwd,rear_left,Netherlands,Western Europe,Amsterdam,52.48929,4.8629,oceanic,rural,2024-08-22,summer,20400.0,7.65,6.18,6.02,6.14,6.12,1.4700000000000006,0.720588235294118,83959.18367346935,63559.18367346936,D,B,73.5,4.39,253.5,3.019324258629073,low,0,0
TYR01541,Bridgestone,BRI-Eco-962,195/65 R15,195,65,15,summer,mid-range,city,1111.0,awd,front_left,France,Western Europe,Lyon,45.87571,4.83024,temperate,mountain,2023-12-10,winter,24636.0,7.52,5.78,5.55,5.79,5.69,1.7399999999999993,0.7062834875791523,83819.03448275864,59183.03448275863,B,B,74.0,6.9,249.93,2.981780946801648,low,0,0
TYR01542,Hankook,HAN-Grip-939,205/55 R16,205,55,16,winter,mid-range,suv,2054.0,rwd,rear_left,Sweden,Northern Europe,Stockholm,59.31479,18.03576,cold,mixed,2021-12-08,winter,35040.0,8.83,4.94,4.76,4.69,4.85,3.8899999999999997,1.110159817351598,65125.75835475579,30085.758354755788,B,D,73.9,6.73,227.92,3.499690533482382,low,0,0
TYR01543,Hankook,HAN-Tour-346,195/65 R15,195,65,15,winter,mid-range,fleet,1800.0,awd,front_right,Poland,Eastern Europe,Warsaw,52.39728,21.03344,continental,mountain,2025-03-12,spring,11809.0,7.47,6.39,6.26,6.49,6.26,1.08,0.9145566940469134,64184.10185185184,52375.10185185184,A,C,72.2,7.74,229.24,3.5716009632591903,low,0,0
TYR01544,Continental,CON-Drive-700,205/55 R16,205,55,16,all-season,premium,ev,2106.0,awd,rear_left,Czechia,Eastern Europe,Prague,50.09452,14.43811,continental,rural,2023-05-01,spring,23224.0,8.78,6.92,6.77,6.87,6.73,1.8599999999999994,0.8008956252152942,89649.63440860217,66425.63440860217,D,B,73.0,4.22,312.85,3.4896963279749977,low,0,0
TYR01545,Goodyear,GOO-Drive-797,255/40 R19,255,40,19,summer,premium,suv,1896.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.22889,21.06484,continental,rural,2020-06-28,summer,43434.0,8.81,5.31,4.91,5.31,5.2,3.500000000000001,0.8058203250909427,89474.03999999998,46040.039999999986,D,A,72.4,4.33,308.5,3.4479274658884305,low,0,0
TYR01546,Bridgestone,BRI-Sport-764,235/45 R18,235,45,18,summer,mid-range,city,1379.0,fwd,rear_right,Italy,Southern Europe,Milan,45.46356,9.13433,mediterranean,mixed,2020-12-17,winter,17578.0,7.99,6.86,6.6,6.84,6.68,1.13,0.6428490158152236,99401.25663716813,81823.25663716813,B,D,77.3,6.63,273.23,2.7487580061219647,low,0,0
TYR01547,BudgetRoad,BUD-Drive-130,205/55 R16,205,55,16,all-season,budget,family,1625.0,fwd,front_left,France,Western Europe,Lyon,45.61088,4.66468,temperate,highway,2020-04-06,spring,47099.0,8.2,4.5,4.22,4.53,4.07,3.6999999999999993,0.7855793116626679,84014.43243243243,36915.43243243243,E,C,72.6,3.01,185.05,2.202597751866314,low,0,0
TYR01548,Goodyear,GOO-Eco-145,255/40 R19,255,40,19,summer,premium,family,1297.0,awd,front_left,Sweden,Northern Europe,Stockholm,59.29365,17.95764,cold,rural,2025-03-31,spring,21897.0,7.38,5.57,5.34,5.6,5.49,1.8099999999999996,0.8265972507649447,69925.22651933704,48028.22651933703,E,A,71.5,4.38,311.34,4.452470381542524,low,0,0
TYR01549,Michelin,MIC-Eco-146,205/55 R16,205,55,16,summer,premium,family,1450.0,fwd,front_left,Spain,Southern Europe,Madrid,40.38811,-3.68157,mediterranean,urban,2024-11-08,autumn,29805.0,8.57,6.94,6.7,6.79,6.9,1.63,0.5468881060224794,127448.37423312885,97643.37423312885,B,B,71.0,6.35,281.28,2.2070112835294546,low,0,0
TYR01550,BudgetRoad,BUD-Tour-163,235/45 R18,235,45,18,summer,budget,city,1275.0,awd,front_left,Portugal,Southern Europe,Lisbon,38.74857,-9.21364,mediterranean,mixed,2021-02-14,winter,25845.0,7.49,5.39,5.18,5.6,5.34,2.1000000000000005,0.8125362739408012,72489.07142857142,46644.07142857141,B,D,71.9,7.08,168.61,2.326005792006086,low,0,0
TYR01551,Bridgestone,BRI-Tour-531,225/45 R17,225,45,17,all-season,mid-range,family,1664.0,awd,front_left,France,Western Europe,Lyon,45.66214,4.76535,temperate,rural,2024-09-21,autumn,10695.0,8.42,7.6,7.3,7.56,7.16,0.8200000000000003,0.7667134174848063,88951.09756097558,78256.09756097558,D,C,74.7,4.66,267.58,3.00816973974464,low,0,0
TYR01552,Goodyear,GOO-Eco-568,205/55 R16,205,55,16,winter,premium,suv,1567.0,rwd,rear_left,Poland,Eastern Europe,Warsaw,52.17757,21.0273,continental,urban,2019-05-23,spring,10592.0,8.74,8.08,7.79,8.1,8.08,0.6600000000000001,0.6231117824773416,114586.1818181818,103994.1818181818,A,C,73.6,7.21,252.29,2.2017489019777097,low,0,0
TYR01553,Goodyear,GOO-Eco-546,195/65 R15,195,65,15,winter,premium,suv,1950.0,rwd,rear_right,Sweden,Northern Europe,Stockholm,59.42347,18.12455,cold,mountain,2019-11-02,autumn,10965.0,8.81,7.15,6.85,7.2,7.11,1.6600000000000001,1.5139078887368902,47625.090361445786,36660.090361445786,B,D,74.1,6.21,264.27,5.548965849604686,low,0,0
TYR01554,Yokohama,YOK-Eco-820,235/45 R18,235,45,18,winter,mid-range,city,1369.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.26778,17.89097,cold,mountain,2023-02-28,winter,33794.0,7.33,4.03,3.69,3.93,3.83,3.3,0.9765047049772149,58678.67272727273,24884.672727272726,B,A,72.1,6.53,237.76,4.05189805681296,low,0,0
TYR01555,Bridgestone,BRI-Tour-890,195/65 R15,195,65,15,winter,mid-range,fleet,1724.0,rwd,front_left,France,Western Europe,Lyon,45.68844,4.64747,temperate,mountain,2025-11-20,autumn,27392.0,7.98,5.62,5.16,5.65,5.43,2.3600000000000003,0.8615654205607478,74051.25423728813,46659.25423728813,D,D,74.0,4.17,222.55,3.00535085181496,low,0,0
TYR01556,BudgetRoad,BUD-Tour-667,195/65 R15,195,65,15,all-season,budget,fleet,1727.0,fwd,rear_left,Czechia,Eastern Europe,Prague,50.15754,14.37883,continental,rural,2021-03-08,spring,25966.0,7.75,5.7,5.46,5.64,5.51,2.05,0.7894939536316721,77898.0,51932.0,B,B,76.7,6.39,145.36,1.8660299365837378,low,0,0
TYR01557,Yokohama,YOK-Sport-339,255/40 R19,255,40,19,all-season,mid-range,fleet,1448.0,awd,rear_right,Italy,Southern Europe,Milan,45.38381,9.31966,mediterranean,highway,2023-05-10,spring,35954.0,7.49,5.56,5.4,5.58,5.47,1.9300000000000006,0.536797018412416,109724.90155440412,73770.90155440412,C,C,73.6,6.25,240.09,2.188108593389422,low,0,0
TYR01558,Yokohama,YOK-Drive-900,255/40 R19,255,40,19,all-season,mid-range,fleet,1559.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.1301,20.9715,continental,mountain,2024-12-07,winter,20865.0,7.3,4.91,4.68,4.91,4.89,2.3899999999999997,1.145458902468248,49761.71548117156,28896.715481171555,E,C,74.3,2.82,275.255,5.531461231559607,low,0,0
TYR01559,Continental,CON-Drive-486,225/45 R17,225,45,17,summer,premium,suv,1719.0,awd,rear_right,Czechia,Eastern Europe,Prague,50.07203,14.38978,continental,highway,2023-01-26,winter,31808.0,8.44,5.74,5.39,5.7,5.72,2.6999999999999993,0.8488430583501003,80580.26666666669,48772.266666666685,B,A,72.4,7.64,290.43,3.6042323017049656,low,0,0
TYR01560,Pirelli,PIR-Sport-672,205/55 R16,205,55,16,summer,premium,city,1248.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.66471,-9.02975,mediterranean,mixed,2024-02-05,winter,44351.0,7.64,6.06,5.88,5.92,5.9,1.58,0.356249013550991,169544.329113924,125193.32911392402,D,C,75.1,5.35,261.37,1.5416027263546779,low,0,0
TYR01561,Yokohama,YOK-Drive-469,195/65 R15,195,65,15,winter,mid-range,city,1413.0,awd,front_left,Italy,Southern Europe,Milan,45.55226,9.17723,mediterranean,rural,2023-02-18,winter,15369.0,7.9,7.01,6.87,6.96,6.89,0.8900000000000006,0.5790877740907024,108791.79775280894,93422.79775280894,E,E,72.1,3.55,205.39,1.8879180622299896,low,0,0
TYR01562,Hankook,HAN-Grip-902,195/65 R15,195,65,15,winter,mid-range,ev,1862.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.30039,4.89574,oceanic,urban,2020-07-19,summer,26260.0,8.42,6.53,6.21,6.57,6.46,1.8899999999999997,0.7197258187357196,94758.30687830689,68498.30687830689,B,B,72.5,6.24,223.57,2.359370986726464,low,0,0
TYR01563,Continental,CON-Grip-546,255/40 R19,255,40,19,all-season,premium,fleet,1598.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.37828,-3.58391,mediterranean,urban,2025-10-28,autumn,26715.0,8.78,7.67,7.43,7.72,7.58,1.1099999999999994,0.4154969118472766,172805.1351351352,146090.1351351352,C,B,71.5,4.99,314.26,1.8185802161159492,low,0,0
TYR01564,Goodyear,GOO-Tour-838,205/55 R16,205,55,16,summer,premium,fleet,1805.0,rwd,rear_left,Germany,Western Europe,Berlin,52.43361,13.40672,continental,rural,2025-08-03,summer,20862.0,8.85,6.94,6.65,6.8,6.52,1.9099999999999993,0.9155402166618729,79188.21989528797,58326.21989528798,A,A,72.7,8.03,255.05,3.2208073415118728,low,0,0
TYR01565,Bridgestone,BRI-Drive-898,205/55 R16,205,55,16,summer,mid-range,fleet,1376.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.32238,4.865,oceanic,mixed,2024-06-14,summer,13451.0,8.35,7.48,7.26,7.48,7.38,0.8699999999999992,0.6467920600698827,104361.20689655183,90910.20689655183,D,A,73.6,4.33,246.11,2.3582517615377605,low,0,0
TYR01566,Goodyear,GOO-Eco-164,195/65 R15,195,65,15,all-season,premium,family,1491.0,fwd,rear_left,Poland,Eastern Europe,Warsaw,52.15729,20.94031,continental,mountain,2019-01-01,winter,27949.0,7.7,4.47,4.27,4.5,4.33,3.2300000000000004,1.1556764106050308,52782.94117647058,24833.94117647058,C,A,75.4,6.26,230.45,4.365993915146382,low,0,0
TYR01567,Pirelli,PIR-Drive-281,225/45 R17,225,45,17,winter,premium,suv,1812.0,fwd,rear_right,Sweden,Northern Europe,Stockholm,59.2396,18.24837,cold,highway,2021-05-15,spring,11825.0,7.84,6.86,6.76,6.86,6.59,0.9799999999999995,0.8287526427061307,75293.87755102044,63468.877551020436,D,B,72.9,4.89,266.44,3.5386675340163696,low,0,0
TYR01568,Goodyear,GOO-Sport-287,255/40 R19,255,40,19,all-season,premium,suv,1933.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.09755,20.91786,continental,urban,2019-08-28,summer,13988.0,8.44,7.33,7.15,7.35,7.09,1.1099999999999994,0.793537317700886,86196.32432432438,72208.32432432438,A,B,74.8,6.96,296.63,3.4413300372750557,low,0,0
TYR01569,Bridgestone,BRI-Tour-106,235/45 R18,235,45,18,summer,mid-range,city,974.0,fwd,rear_right,Italy,Southern Europe,Milan,45.47227,9.17878,mediterranean,urban,2023-05-15,spring,20978.0,7.91,5.94,5.64,6.01,5.84,1.9699999999999998,0.9390790351797119,67193.49238578681,46215.49238578681,E,B,73.6,3.27,275.19,4.095485890508795,low,0,0
TYR01570,Continental,CON-Sport-282,195/65 R15,195,65,15,winter,premium,fleet,1570.0,awd,front_left,Norway,Northern Europe,Oslo,59.93417,10.69342,cold,urban,2020-04-20,spring,10627.0,8.06,7.16,6.83,7.23,6.99,0.9000000000000004,0.8468994071704153,76278.24444444443,65651.24444444443,C,E,72.9,4.8,279.67,3.666445157946595,low,0,0
TYR01571,Continental,CON-Drive-154,195/65 R15,195,65,15,winter,premium,family,1281.0,rwd,front_left,Norway,Northern Europe,Oslo,59.95494,10.71961,cold,urban,2023-01-25,winter,23905.0,8.74,6.84,6.77,6.84,6.64,1.9000000000000004,0.7948128006693163,89832.4736842105,65927.4736842105,A,D,72.3,7.19,275.22,3.0637027871177764,low,0,0
TYR01572,Goodyear,GOO-Drive-362,205/55 R16,205,55,16,summer,premium,city,1178.0,rwd,front_left,Czechia,Eastern Europe,Prague,50.20164,14.6381,continental,mountain,2025-08-28,summer,43594.0,8.78,6.02,5.65,5.95,5.94,2.76,0.6331146488048814,113407.57971014491,69813.57971014491,B,A,74.7,6.55,298.09,2.6284839228725225,low,0,0
TYR01573,Bridgestone,BRI-Drive-707,255/40 R19,255,40,19,all-season,mid-range,suv,1674.0,awd,rear_left,Spain,Southern Europe,Madrid,40.47739,-3.64717,mediterranean,highway,2020-07-30,summer,8565.0,8.79,8.26,7.88,8.17,8.22,0.5299999999999994,0.6187974314068878,116193.11320754729,107628.11320754729,D,B,74.3,4.55,281.64,2.4238958078085657,low,0,0
TYR01574,Pirelli,PIR-Eco-739,235/45 R18,235,45,18,winter,premium,family,1284.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.12373,21.11552,continental,mixed,2024-04-18,spring,21637.0,8.77,7.09,6.58,7.09,6.91,1.6799999999999997,0.7764477515367194,92343.62500000001,70706.62500000001,D,B,73.3,4.17,302.32,3.2738589155450626,low,0,0
TYR01575,Goodyear,GOO-Grip-460,235/45 R18,235,45,18,summer,premium,suv,2014.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.22771,21.03782,continental,highway,2019-10-17,autumn,28046.0,8.42,6.61,6.35,6.66,6.49,1.8099999999999996,0.6453683234685872,105676.08839779007,77630.08839779007,A,B,73.2,7.49,313.31,2.9648145077117753,low,0,0
TYR01576,Yokohama,YOK-Tour-548,205/55 R16,205,55,16,all-season,mid-range,family,1657.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.37572,21.06258,continental,mixed,2021-05-23,spring,26173.0,8.34,6.38,6.07,6.29,6.33,1.96,0.7488633324418295,90003.07142857142,63830.07142857141,E,C,72.5,2.7,219.44,2.438139015890728,low,0,0
TYR01577,Pirelli,PIR-Drive-558,225/45 R17,225,45,17,summer,premium,ev,1977.0,awd,front_left,Germany,Western Europe,Berlin,52.61044,13.45509,continental,mountain,2022-01-23,winter,20074.0,7.78,6.02,5.97,6.0,5.77,1.7600000000000007,0.8767560027896786,70487.11363636362,50413.11363636361,E,B,74.8,4.44,314.26,4.458403583117869,low,0,0
TYR01578,Pirelli,PIR-Grip-491,225/45 R17,225,45,17,winter,premium,fleet,1770.0,awd,front_right,France,Western Europe,Lyon,45.66279,4.83665,temperate,rural,2022-05-28,spring,20406.0,8.41,6.96,6.73,6.94,6.9,1.4500000000000002,0.7105753209840244,95837.8344827586,75431.8344827586,E,B,72.4,2.67,284.34,2.966886736690125,low,0,0
TYR01579,Yokohama,YOK-Eco-502,205/55 R16,205,55,16,all-season,mid-range,city,1351.0,rwd,rear_left,Germany,Western Europe,Berlin,52.43158,13.39703,continental,urban,2023-12-30,winter,60303.0,7.23,3.25,3.04,3.21,3.23,3.9800000000000004,0.6600003316584582,85302.98743718592,24999.987437185926,D,E,70.9,4.77,216.63,2.5395359120279184,medium,1,0
TYR01580,BudgetRoad,BUD-Eco-708,255/40 R19,255,40,19,winter,budget,suv,1863.0,fwd,rear_left,Netherlands,Western Europe,Amsterdam,52.51509,4.92702,oceanic,mountain,2020-10-15,autumn,33348.0,8.36,5.7,5.53,5.63,5.54,2.6599999999999993,0.7976490344248528,84749.05263157896,51401.052631578954,B,A,73.0,6.49,191.4,2.258432325279835,low,0,0
TYR01581,Hankook,HAN-Eco-202,225/45 R17,225,45,17,summer,mid-range,city,1112.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.76113,-9.12751,mediterranean,urban,2025-09-23,autumn,31637.0,8.31,5.68,5.13,5.77,5.44,2.630000000000001,0.8313051174257992,80716.45247148287,49079.45247148287,A,B,73.5,6.68,217.02,2.688671186046899,low,0,0
TYR01582,Yokohama,YOK-Grip-272,195/65 R15,195,65,15,all-season,mid-range,city,1213.0,fwd,rear_left,Norway,Northern Europe,Oslo,59.90016,10.97957,cold,mixed,2023-12-29,winter,8364.0,8.58,7.81,7.64,7.77,7.73,0.7700000000000005,0.920612147297944,75819.11688311683,67455.11688311683,C,A,74.7,5.98,211.77,2.7930950491874733,low,0,0
TYR01583,Yokohama,YOK-Grip-286,255/40 R19,255,40,19,winter,mid-range,family,1388.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.65753,-9.10576,mediterranean,urban,2020-12-26,winter,53332.0,7.89,4.45,4.21,4.37,4.03,3.4399999999999995,0.645016125403135,97516.94186046513,44184.94186046512,E,D,72.9,2.97,244.24,2.504590436700504,low,0,0
TYR01584,Hankook,HAN-Grip-983,255/40 R19,255,40,19,winter,mid-range,city,1022.0,fwd,front_right,Norway,Northern Europe,Oslo,59.9719,10.73485,cold,mountain,2019-07-27,summer,48318.0,8.32,3.39,3.36,3.42,3.13,4.93,1.0203236888944078,65861.45233265721,17543.4523326572,A,A,73.0,7.39,248.87,3.7786898282016557,medium,1,0
TYR01585,Hankook,HAN-Drive-202,255/40 R19,255,40,19,winter,mid-range,ev,2253.0,awd,rear_left,Italy,Southern Europe,Milan,45.49104,9.18662,mediterranean,urban,2023-11-30,autumn,81309.0,8.57,3.22,2.87,3.13,3.19,5.35,0.6579837410372775,105929.6691588785,24620.669158878507,B,E,73.8,6.13,294.36,2.7788248782171165,medium,1,0
TYR01586,Pirelli,PIR-Grip-782,205/55 R16,205,55,16,winter,premium,fleet,1694.0,awd,front_left,Norway,Northern Europe,Oslo,59.90443,10.82599,cold,mixed,2025-08-13,summer,26658.0,8.61,5.52,5.33,5.62,5.48,3.09,1.1591267161827594,60476.563106796115,33818.563106796115,C,C,74.1,5.69,264.95,4.381035997897605,low,0,0
TYR01587,Michelin,MIC-Eco-103,195/65 R15,195,65,15,winter,premium,suv,2008.0,awd,front_right,Spain,Southern Europe,Madrid,40.57902,-3.6811,mediterranean,mixed,2019-02-19,winter,24264.0,8.19,7.05,6.82,7.08,7.05,1.1399999999999997,0.46983184965380803,140262.94736842107,115998.94736842107,A,D,74.6,8.03,311.82,2.223110278589536,low,0,0
TYR01588,Hankook,HAN-Eco-173,205/55 R16,205,55,16,summer,mid-range,family,1464.0,rwd,front_left,Germany,Western Europe,Berlin,52.59163,13.41909,continental,rural,2025-11-10,autumn,28811.0,8.8,6.13,5.77,6.01,5.85,2.670000000000001,0.9267293741973555,77692.5842696629,48881.5842696629,C,C,73.2,4.57,216.88,2.7915148149433673,low,0,0
TYR01589,Bridgestone,BRI-Tour-454,255/40 R19,255,40,19,summer,mid-range,family,1385.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.35401,21.01703,continental,rural,2025-11-30,autumn,24987.0,7.95,5.47,5.13,5.44,5.46,2.4800000000000004,0.9925161083763558,63978.810483870955,38991.810483870955,D,E,74.0,4.71,289.71,4.528217980436441,low,0,0
TYR01590,Hankook,HAN-Drive-683,255/40 R19,255,40,19,winter,mid-range,family,1226.0,fwd,rear_left,France,Western Europe,Lyon,45.65372,4.85849,temperate,mountain,2019-10-17,autumn,31943.0,8.79,6.21,5.92,6.13,5.94,2.579999999999999,0.8076886954888393,89019.44573643412,57076.44573643412,A,B,73.0,8.07,250.7,2.8162386086099027,low,0,0
TYR01591,Michelin,MIC-Tour-145,195/65 R15,195,65,15,winter,premium,fleet,1617.0,rwd,front_left,Czechia,Eastern Europe,Prague,50.02881,14.4533,continental,urban,2025-02-17,winter,17405.0,8.07,6.89,6.87,6.72,6.79,1.1800000000000006,0.6779661016949157,95432.49999999994,78027.49999999994,B,B,74.7,5.9,285.27,2.989233227674012,low,0,0
TYR01592,BudgetRoad,BUD-Tour-982,255/40 R19,255,40,19,winter,budget,family,1300.0,awd,front_right,France,Western Europe,Lyon,45.82342,4.86035,temperate,highway,2025-05-24,spring,5921.0,8.69,8.17,7.93,8.12,7.95,0.5199999999999996,0.8782300287113656,80730.55769230776,74809.55769230776,D,B,72.7,4.56,202.07,2.503017516244085,low,0,0
TYR01593,Michelin,MIC-Tour-948,195/65 R15,195,65,15,winter,premium,ev,1979.0,rwd,rear_right,France,Western Europe,Lyon,45.76675,4.80322,temperate,highway,2022-09-30,autumn,40127.0,7.85,4.91,4.52,4.92,4.79,2.9399999999999995,0.7326737608094299,85303.99659863947,45176.99659863947,B,A,70.8,7.18,296.74,3.478617788521444,low,0,0
TYR01594,Continental,CON-Sport-360,235/45 R18,235,45,18,summer,premium,ev,2496.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.58692,-8.98002,mediterranean,highway,2023-05-22,spring,15568.0,8.3,7.08,6.96,7.01,6.97,1.2200000000000006,0.78365878725591,85496.39344262291,69928.39344262291,A,A,74.4,7.6,329.94,3.859110153242014,low,0,0
TYR01595,Michelin,MIC-Eco-115,205/55 R16,205,55,16,all-season,premium,fleet,1518.0,awd,front_right,Italy,Southern Europe,Milan,45.60684,9.16439,mediterranean,highway,2021-06-25,summer,7617.0,7.29,6.81,6.57,6.85,6.78,0.4800000000000004,0.6301693580149671,90293.18749999991,82676.18749999991,B,D,72.3,5.68,299.18,3.3134282694361663,low,0,0
TYR01596,Michelin,MIC-Tour-348,235/45 R18,235,45,18,all-season,premium,city,1212.0,rwd,front_right,Portugal,Southern Europe,Lisbon,38.76302,-9.12921,mediterranean,urban,2025-01-24,winter,74143.0,8.71,5.4,5.26,5.36,5.24,3.3100000000000005,0.446434592611575,159261.85196374625,85118.85196374623,C,B,74.5,6.07,297.67,1.869060269798699,low,0,0
TYR01597,Goodyear,GOO-Tour-567,195/65 R15,195,65,15,summer,premium,ev,2155.0,rwd,rear_right,Portugal,Southern Europe,Lisbon,38.77116,-9.18567,mediterranean,highway,2020-07-11,summer,37756.0,8.33,6.92,6.42,7.04,6.83,1.4100000000000001,0.3734505773916729,180211.2624113475,142455.2624113475,C,A,72.5,5.89,282.07,1.5652184898197499,low,0,0
TYR01598,BudgetRoad,BUD-Drive-147,225/45 R17,225,45,17,all-season,budget,family,1468.0,fwd,front_right,Netherlands,Western Europe,Amsterdam,52.4096,5.0198,oceanic,rural,2025-08-28,summer,17872.0,7.22,5.61,5.35,5.62,5.5,1.6099999999999994,0.9008504923903309,62385.49068322983,44513.49068322983,D,B,72.2,4.93,189.01,3.029710881969688,low,0,0
TYR01599,Pirelli,PIR-Tour-573,235/45 R18,235,45,18,all-season,premium,family,1352.0,fwd,front_right,France,Western Europe,Lyon,45.86388,4.73482,temperate,mountain,2023-02-24,winter,15002.0,8.63,7.33,7.12,7.26,7.11,1.3000000000000007,0.8665511265164649,81126.19999999997,66124.19999999997,B,A,74.5,6.81,276.86,3.412707608639381,low,0,0
TYR01600,Michelin,MIC-Sport-106,255/40 R19,255,40,19,summer,premium,city,1192.0,rwd,front_left,Norway,Northern Europe,Oslo,59.90746,10.78698,cold,urban,2022-11-11,autumn,33137.0,8.4,5.97,5.85,5.87,5.68,2.4300000000000006,0.7333192503847665,92729.05349794235,59592.053497942354,D,A,72.6,4.34,331.35,3.573313729632241,low,0,0
TYR01601,Pirelli,PIR-Eco-634,235/45 R18,235,45,18,all-season,premium,family,1694.0,fwd,front_right,Italy,Southern Europe,Milan,45.39205,9.21782,mediterranean,urban,2022-12-15,winter,42140.0,8.79,5.13,4.87,4.93,5.07,3.6599999999999993,0.868533459895586,82783.22404371586,40643.224043715854,D,B,74.0,4.5,308.14,3.722251743146396,low,0,0
TYR01602,BudgetRoad,BUD-Grip-648,195/65 R15,195,65,15,all-season,budget,suv,2268.0,awd,front_left,Czechia,Eastern Europe,Prague,50.19755,14.33184,continental,mountain,2020-03-11,spring,37413.0,8.77,5.5,5.18,5.5,5.3,3.2699999999999996,0.8740277443669312,82034.00917431193,44621.00917431193,D,B,72.3,4.43,159.41,1.9432184481106347,low,0,0
