observation_id,observed_at,year,month,country,europe_region,brand,model,dimension,tyre_season,weather_season,vehicle_type,monthly_km,cumulative_km,tyre_age_months,initial_tread_depth_mm,tread_depth_mm,wear_rate_mm_per_1000km,projected_life_km,price_eur,cost_per_km,wet_grip_score,energy_efficiency_score,noise_db,road_roughness,avg_temp_c,rain_index,season_match,high_wear_risk
OBS009990,2021-01-28,2021,1,Czechia,Eastern Europe,Goodyear,GOO-Grip-363,195/65 R15,summer,winter,fleet,1168.5,32935.4,33,9.07,2.66,0.1937,38577.0,169.6,0.0044,3.72,3.45,74.0,0.553,9.1,0.531,0,1
OBS009991,2025-07-09,2025,7,France,Western Europe,Nokian,NOK-Sport-117,225/45 R17,all-season,summer,fleet,1008.7,33248.1,37,7.65,1.2,0.2038,29698.0,137.21,0.00462,2.38,2.58,72.2,0.481,20.9,0.761,0,1
OBS009992,2022-02-09,2022,2,Norway,Northern Europe,Nokian,NOK-Grip-613,225/45 R17,summer,winter,fleet,1442.6,22239.8,16,8.21,4.29,0.1947,33968.0,121.13,0.00357,3.27,3.32,72.1,0.689,2.3,0.522,0,1
OBS009993,2019-12-11,2019,12,Czechia,Eastern Europe,Michelin,MIC-Grip-757,225/45 R17,summer,winter,city,1707.4,19679.2,13,7.26,4.34,0.1417,39923.0,132.12,0.00331,3.28,3.58,74.0,0.552,16.0,0.529,0,0
OBS009994,2019-08-14,2019,8,Norway,Northern Europe,Nokian,NOK-Grip-173,255/40 R19,winter,summer,city,1649.5,56558.2,39,8.01,1.2,0.1647,38913.0,156.16,0.00401,2.78,4.05,74.1,0.738,2.5,0.502,0,1
OBS009995,2019-09-29,2019,9,Netherlands,Western Europe,Pirelli,PIR-Eco-263,195/65 R15,winter,mild,family,1852.8,55229.6,36,7.88,1.2,0.172,36500.0,159.65,0.00437,2.97,3.05,73.7,0.37,3.6,0.588,0,1
OBS009996,2025-08-08,2025,8,Germany,Western Europe,Continental,CON-Tour-451,255/40 R19,summer,summer,ev,1273.5,11516.2,8,8.09,5.63,0.2445,26541.0,215.31,0.00811,3.5,3.28,72.7,0.525,16.4,0.36,1,0
OBS009997,2025-07-16,2025,7,Netherlands,Western Europe,Hankook,HAN-Grip-346,235/45 R18,all-season,summer,city,1409.3,72486.8,52,8.39,1.2,0.1998,33977.0,137.67,0.00405,3.31,3.72,75.3,0.567,1.7,0.751,0,1
OBS009998,2022-10-30,2022,10,Poland,Eastern Europe,Yokohama,YOK-Eco-910,235/45 R18,winter,mild,family,2016.6,89348.6,46,7.95,1.2,0.1993,31870.0,133.06,0.00418,2.26,3.87,73.2,0.602,-2.4,0.614,0,1
OBS009999,2024-02-15,2024,2,Sweden,Northern Europe,Pirelli,PIR-Grip-561,225/45 R17,all-season,winter,family,1568.1,25516.5,19,7.63,3.43,0.1488,40518.0,114.52,0.00283,3.12,3.9,71.1,0.573,-1.2,0.601,0,1
OBS010000,2025-07-01,2025,7,Portugal,Southern Europe,Pirelli,PIR-Tour-500,225/45 R17,summer,summer,city,601.5,15233.4,27,7.86,5.73,0.1516,41305.0,120.38,0.00291,2.5,3.58,72.2,0.568,22.0,0.292,1,0
OBS010001,2022-04-09,2022,4,Netherlands,Western Europe,Michelin,MIC-Grip-326,235/45 R18,all-season,mild,city,1725.8,35452.3,22,8.16,3.04,0.1531,42849.0,148.57,0.00347,3.35,3.67,69.0,0.396,5.0,0.853,1,1
OBS010002,2022-10-05,2022,10,Czechia,Eastern Europe,Pirelli,PIR-Tour-140,195/65 R15,winter,mild,family,1517.1,37502.9,23,8.47,2.42,0.1592,43137.0,155.52,0.00361,2.53,3.6,73.7,0.42,13.7,0.464,0,1
OBS010003,2019-02-23,2019,2,Czechia,Eastern Europe,Continental,CON-Sport-727,235/45 R18,summer,winter,ev,1496.9,38391.7,26,8.11,1.2,0.2666,24417.0,158.68,0.0065,2.48,3.44,72.9,0.627,6.7,0.525,0,1
OBS010004,2023-05-07,2023,5,Germany,Western Europe,Michelin,MIC-Eco-496,205/55 R16,summer,mild,family,1767.7,20991.1,11,8.22,4.31,0.2069,31982.0,124.08,0.00388,2.48,4.01,72.2,0.68,13.4,0.697,0,1
OBS010005,2025-06-14,2025,6,Norway,Northern Europe,Pirelli,PIR-Sport-855,195/65 R15,winter,summer,suv,2103.3,4339.0,2,7.66,6.45,0.3003,20172.0,157.57,0.00781,2.88,2.97,73.6,0.809,14.1,0.815,0,0
OBS010006,2023-04-13,2023,4,Portugal,Southern Europe,Michelin,MIC-Drive-166,235/45 R18,winter,mild,fleet,1792.9,80357.5,52,8.02,1.2,0.1634,39297.0,146.46,0.00373,3.07,3.59,73.7,0.487,26.7,0.418,0,1
OBS010007,2020-04-04,2020,4,France,Western Europe,Yokohama,YOK-Grip-522,195/65 R15,all-season,mild,suv,946.8,32222.4,37,7.9,1.2,0.2425,25985.0,128.58,0.00495,2.68,3.29,74.6,0.626,23.0,0.641,1,1
OBS010008,2021-01-06,2021,1,Norway,Northern Europe,Michelin,MIC-Sport-834,255/40 R19,summer,winter,fleet,1085.1,44504.5,49,8.68,1.2,0.1864,37997.0,171.41,0.00451,2.65,3.14,72.0,0.636,6.2,0.724,0,1
OBS010009,2024-07-25,2024,7,Norway,Northern Europe,Hankook,HAN-Drive-498,255/40 R19,summer,summer,family,1298.5,30121.7,20,7.53,2.34,0.1798,32993.0,176.05,0.00534,2.98,3.82,73.4,0.588,11.6,0.528,1,1
OBS010010,2025-09-03,2025,9,Poland,Eastern Europe,Michelin,MIC-Tour-762,225/45 R17,all-season,mild,fleet,1188.5,49945.5,42,8.0,1.2,0.1621,39448.0,120.33,0.00305,2.79,3.27,75.7,0.62,3.9,0.632,1,1
OBS010011,2020-02-23,2020,2,France,Western Europe,Michelin,MIC-Grip-211,255/40 R19,winter,winter,ev,1838.3,80533.8,50,7.69,1.2,0.2229,27314.0,191.47,0.00701,3.35,4.3,70.8,0.6,14.6,0.597,1,1
OBS010012,2025-10-14,2025,10,Sweden,Northern Europe,Pirelli,PIR-Sport-860,255/40 R19,winter,mild,fleet,1835.9,60744.8,32,7.7,1.2,0.2055,29694.0,180.2,0.00607,2.81,3.3,73.2,0.688,6.5,0.529,0,1
OBS010013,2021-09-28,2021,9,Italy,Southern Europe,Bridgestone,BRI-Tour-520,205/55 R16,all-season,mild,family,1463.1,66859.9,46,8.9,1.2,0.1546,47199.0,95.41,0.00202,3.22,3.53,72.5,0.411,13.1,0.648,1,1
OBS010014,2024-08-20,2024,8,Sweden,Northern Europe,Yokohama,YOK-Grip-505,235/45 R18,summer,summer,family,1227.4,30824.2,28,7.88,1.4,0.201,31260.0,138.1,0.00442,2.87,3.72,73.9,0.741,5.9,0.715,1,1
OBS010015,2022-07-23,2022,7,Norway,Northern Europe,Hankook,HAN-Sport-107,255/40 R19,all-season,summer,family,763.1,33541.3,47,8.1,2.95,0.1571,41379.0,187.04,0.00452,2.79,3.38,72.0,0.706,8.3,0.639,0,1
OBS010016,2021-09-21,2021,9,Italy,Southern Europe,Michelin,MIC-Eco-109,195/65 R15,winter,mild,family,1699.8,34590.9,22,7.85,2.13,0.1666,37518.0,150.76,0.00402,2.75,4.22,71.2,0.544,13.9,0.388,0,1
OBS010017,2022-01-05,2022,1,Portugal,Southern Europe,Michelin,MIC-Eco-123,205/55 R16,winter,winter,suv,1434.9,2917.4,2,7.86,7.28,0.1986,31534.0,100.7,0.00319,3.25,3.34,73.8,0.443,12.3,0.593,1,0
OBS010018,2025-04-28,2025,4,Spain,Southern Europe,Hankook,HAN-Sport-923,205/55 R16,all-season,mild,city,995.6,54623.9,49,7.84,1.2,0.1334,46756.0,100.39,0.00215,3.38,3.58,75.8,0.506,20.3,0.455,1,1
OBS010019,2024-04-06,2024,4,Poland,Eastern Europe,Bridgestone,BRI-Drive-204,225/45 R17,summer,mild,fleet,2145.9,97578.1,48,7.94,1.2,0.2083,30442.0,116.8,0.00384,2.93,3.72,75.2,0.619,10.6,0.667,0,1
OBS010020,2024-02-10,2024,2,Sweden,Northern Europe,Goodyear,GOO-Sport-350,235/45 R18,summer,winter,city,1990.1,78820.9,41,7.86,1.2,0.18,34772.0,123.34,0.00355,2.54,3.79,71.6,0.689,-1.2,0.688,0,1
OBS010021,2021-12-12,2021,12,Italy,Southern Europe,Yokohama,YOK-Sport-607,225/45 R17,summer,winter,family,1198.8,55234.3,40,7.93,1.2,0.1427,44385.0,131.41,0.00296,2.54,3.96,71.8,0.42,22.5,0.644,0,1
OBS010022,2021-01-28,2021,1,Netherlands,Western Europe,Yokohama,YOK-Tour-653,225/45 R17,summer,winter,suv,1879.0,11961.3,7,7.98,5.0,0.2419,26371.0,95.16,0.00361,2.6,3.12,73.8,0.518,13.6,0.661,0,0
OBS010023,2020-01-28,2020,1,Czechia,Eastern Europe,Hankook,HAN-Tour-538,195/65 R15,winter,winter,ev,1098.9,48097.2,50,8.02,1.2,0.2191,29314.0,177.19,0.00604,3.15,3.87,76.4,0.579,5.8,0.492,1,1
OBS010024,2020-01-03,2020,1,Italy,Southern Europe,Bridgestone,BRI-Drive-316,235/45 R18,winter,winter,fleet,1236.1,64468.5,45,7.91,1.2,0.1784,35366.0,160.59,0.00454,2.89,3.7,75.3,0.649,10.9,0.747,1,1
OBS010025,2023-06-10,2023,6,Spain,Southern Europe,Pirelli,PIR-Sport-623,255/40 R19,summer,summer,family,974.3,17841.9,19,7.57,4.12,0.1737,34380.0,165.82,0.00482,2.6,3.71,70.9,0.514,17.6,0.472,1,0
OBS010026,2021-11-23,2021,11,Czechia,Eastern Europe,Yokohama,YOK-Tour-207,255/40 R19,all-season,mild,ev,1761.3,56025.8,32,8.05,1.2,0.2404,26843.0,184.13,0.00686,3.58,3.43,75.7,0.518,6.9,0.418,1,1
OBS010027,2020-06-01,2020,6,Norway,Northern Europe,Pirelli,PIR-Sport-664,225/45 R17,winter,summer,suv,1317.4,14517.9,13,8.32,4.28,0.2899,23195.0,135.48,0.00584,3.03,3.63,71.8,0.804,10.2,0.649,0,1
OBS010028,2024-08-18,2024,8,France,Western Europe,Goodyear,GOO-Tour-297,205/55 R16,summer,summer,family,1134.4,56717.5,46,7.83,1.2,0.1808,34463.0,93.5,0.00271,3.74,3.25,71.7,0.476,16.4,0.53,1,1
OBS010029,2020-09-14,2020,9,Portugal,Southern Europe,Michelin,MIC-Sport-872,225/45 R17,summer,mild,city,1234.6,15112.2,12,7.49,4.94,0.1665,35391.0,136.42,0.00385,3.19,3.65,72.8,0.548,9.5,0.506,0,0
OBS010030,2025-12-30,2025,12,Poland,Eastern Europe,Goodyear,GOO-Sport-146,255/40 R19,summer,winter,fleet,1153.1,14829.1,14,8.73,5.93,0.1725,41351.0,169.21,0.00409,2.94,3.81,74.0,0.642,2.8,0.502,0,0
OBS010031,2024-05-13,2024,5,Poland,Eastern Europe,Hankook,HAN-Drive-607,235/45 R18,winter,mild,family,1078.8,43516.5,39,8.04,1.2,0.2158,29858.0,146.93,0.00492,2.93,2.97,74.5,0.645,11.1,0.388,0,1
OBS010032,2025-07-30,2025,7,Portugal,Southern Europe,Yokohama,YOK-Eco-872,235/45 R18,winter,summer,ev,1925.6,72545.9,44,7.68,1.2,0.2432,24980.0,137.98,0.00552,2.64,3.51,71.8,0.534,17.9,0.482,0,1
OBS010033,2019-10-17,2019,10,Sweden,Northern Europe,Pirelli,PIR-Eco-570,225/45 R17,summer,mild,city,1377.8,17274.8,14,7.93,5.08,0.1591,39802.0,136.3,0.00342,3.31,3.58,71.2,0.465,6.4,0.656,0,0
OBS010034,2024-12-26,2024,12,Poland,Eastern Europe,Continental,CON-Drive-532,225/45 R17,all-season,winter,fleet,1179.3,15130.8,12,7.8,4.95,0.1801,34416.0,128.28,0.00373,3.01,3.01,73.6,0.561,4.9,0.612,0,0
OBS010035,2025-11-09,2025,11,Sweden,Northern Europe,Bridgestone,BRI-Grip-998,225/45 R17,winter,mild,family,1848.9,31935.5,15,8.6,3.29,0.1597,43802.0,108.9,0.00249,2.95,3.78,71.6,0.5,17.3,0.373,0,1
OBS010036,2024-12-11,2024,12,Germany,Western Europe,Bridgestone,BRI-Drive-170,235/45 R18,all-season,winter,suv,790.5,23857.1,31,8.31,3.1,0.2033,33001.0,154.19,0.00467,2.88,3.14,72.9,0.618,11.8,0.54,0,1
OBS010037,2024-03-01,2024,3,Spain,Southern Europe,Hankook,HAN-Tour-862,255/40 R19,winter,mild,suv,2046.7,65517.9,32,8.38,1.2,0.2709,25039.0,179.6,0.00717,3.02,2.79,70.4,0.429,31.8,0.332,0,1
OBS010038,2019-10-03,2019,10,Norway,Northern Europe,Continental,CON-Tour-730,205/55 R16,all-season,mild,fleet,1961.3,6864.2,3,8.93,8.06,0.1528,47986.0,136.69,0.00285,2.81,3.3,73.6,0.569,2.5,0.592,1,0
OBS010039,2022-06-21,2022,6,Netherlands,Western Europe,Continental,CON-Drive-224,225/45 R17,winter,summer,suv,1537.7,14974.5,9,7.74,4.45,0.2288,26837.0,101.05,0.00377,2.8,3.25,73.7,0.598,10.2,0.786,0,1
OBS010040,2022-10-03,2022,10,Netherlands,Western Europe,Pirelli,PIR-Grip-196,225/45 R17,all-season,mild,city,2077.4,33981.8,19,8.22,3.05,0.1574,42079.0,109.19,0.0026,3.11,3.53,74.0,0.501,17.3,0.707,1,1
OBS010041,2020-03-25,2020,3,Poland,Eastern Europe,Yokohama,YOK-Sport-206,235/45 R18,all-season,mild,city,595.7,13716.0,24,7.4,4.9,0.1819,31894.0,151.69,0.00476,2.59,3.77,70.4,0.458,14.7,0.48,1,0
OBS010042,2023-05-30,2023,5,Italy,Southern Europe,Michelin,MIC-Grip-542,195/65 R15,all-season,mild,city,1514.9,42360.1,31,7.95,2.07,0.1511,42005.0,165.24,0.00393,2.79,3.43,75.2,0.555,14.6,0.486,1,1
OBS010043,2024-03-25,2024,3,Portugal,Southern Europe,Hankook,HAN-Tour-861,195/65 R15,all-season,mild,city,1235.2,39998.1,29,7.94,1.2,0.1706,37188.0,151.36,0.00407,3.13,3.71,71.1,0.452,20.3,0.292,1,1
OBS010044,2023-10-07,2023,10,Portugal,Southern Europe,Michelin,MIC-Tour-401,255/40 R19,summer,mild,suv,581.3,3405.8,6,8.24,7.03,,33280.0,204.96,0.00616,2.69,3.6,74.2,0.578,10.1,0.412,0,0
OBS010045,2020-02-27,2020,2,Italy,Southern Europe,Goodyear,GOO-Drive-900,225/45 R17,all-season,winter,ev,2046.9,47301.8,20,7.83,1.2,0.2396,25993.0,168.28,0.00647,2.81,3.12,69.5,0.509,15.9,0.44,0,1
OBS010046,2025-12-22,2025,12,France,Western Europe,Goodyear,GOO-Sport-177,255/40 R19,summer,winter,ev,1429.5,69753.3,43,7.99,1.2,0.2382,26842.0,201.15,0.00749,2.44,3.47,72.4,0.539,8.9,0.642,0,1
OBS010047,2023-09-28,2023,9,Spain,Southern Europe,Nokian,NOK-Drive-266,255/40 R19,all-season,mild,suv,1575.3,18361.7,10,8.3,3.98,0.2303,29079.0,158.62,0.00545,3.2,3.24,71.6,0.515,27.7,0.434,1,0
OBS010048,2024-11-19,2024,11,Netherlands,Western Europe,Goodyear,GOO-Tour-607,255/40 R19,all-season,mild,suv,1283.4,12411.6,10,8.56,5.84,0.2145,32455.0,175.35,0.0054,2.61,3.15,74.6,0.557,11.4,0.615,1,0
OBS010049,2025-03-08,2025,3,Netherlands,Western Europe,Continental,CON-Drive-460,225/45 R17,summer,mild,family,1375.7,44299.2,35,8.12,1.2,0.1851,35236.0,145.38,0.00413,3.21,3.33,72.0,0.555,9.9,0.862,0,1
OBS010050,2025-06-27,2025,6,Czechia,Eastern Europe,Pirelli,PIR-Sport-291,235/45 R18,all-season,summer,suv,1720.9,35797.3,20,8.34,1.2,0.2192,30766.0,149.35,0.00485,3.15,2.99,71.8,0.522,12.6,0.395,0,1
OBS010051,2025-02-23,2025,2,Germany,Western Europe,Yokohama,YOK-Sport-358,195/65 R15,winter,winter,city,695.9,33608.8,50,8.27,1.97,0.1819,36678.0,163.83,0.00447,3.38,3.62,72.8,0.62,11.9,0.614,1,1
OBS010052,2023-12-04,2023,12,Sweden,Northern Europe,Nokian,NOK-Grip-868,255/40 R19,all-season,winter,ev,2092.1,103799.4,44,7.37,1.2,0.2438,23673.0,199.68,0.00843,3.23,3.51,70.4,0.703,11.4,0.48,0,1
OBS010053,2021-01-14,2021,1,Czechia,Eastern Europe,Yokohama,YOK-Eco-583,255/40 R19,summer,winter,fleet,1638.8,22815.9,12,9.24,5.53,0.162,47171.0,159.42,0.00338,2.75,3.23,76.4,0.507,5.4,0.669,0,0
OBS010054,2022-09-12,2022,9,France,Western Europe,Yokohama,YOK-Grip-195,205/55 R16,winter,mild,suv,1001.3,4102.8,4,7.45,6.3,0.2707,21619.0,112.91,0.00522,2.82,3.0,75.0,0.546,20.4,0.568,0,0
OBS010055,2022-02-14,2022,2,Italy,Southern Europe,Nokian,NOK-Grip-206,195/65 R15,summer,winter,fleet,1032.2,42483.2,36,8.24,1.2,0.1814,36637.0,157.78,0.00431,2.69,3.12,76.4,0.534,26.8,0.527,0,1
OBS010056,2023-11-13,2023,11,Germany,Western Europe,Nokian,NOK-Tour-940,255/40 R19,all-season,mild,family,1715.1,68958.0,38,8.2,1.2,0.1517,43494.0,173.04,0.00398,2.56,3.93,73.7,0.721,8.2,0.364,1,1
OBS010057,2022-02-02,2022,2,Czechia,Eastern Europe,Yokohama,YOK-Grip-418,195/65 R15,all-season,winter,family,1616.2,42164.2,28,7.1,1.2,0.1919,28643.0,164.56,0.00575,2.45,3.26,75.6,0.647,5.5,0.564,0,1
OBS010058,2022-08-13,2022,8,Italy,Southern Europe,Nokian,NOK-Sport-647,255/40 R19,all-season,summer,ev,1712.1,74719.9,43,7.49,1.2,0.2322,25382.0,,0.0077,2.53,3.29,71.4,0.513,10.6,0.364,0,1
OBS010059,2022-07-04,2022,7,Norway,Northern Europe,Bridgestone,BRI-Grip-790,255/40 R19,summer,summer,ev,1860.3,44015.4,28,8.04,1.2,0.2785,23122.0,182.14,0.00788,3.24,3.18,72.5,0.677,5.7,0.752,1,1
OBS010060,2021-06-30,2021,6,Germany,Western Europe,Pirelli,PIR-Drive-130,255/40 R19,summer,summer,ev,1277.0,43014.1,35,8.54,1.2,0.297,23361.0,206.96,0.00886,3.62,2.94,72.9,0.541,13.3,0.544,1,1
OBS010061,2022-07-01,2022,7,Spain,Southern Europe,Yokohama,YOK-Sport-687,235/45 R18,all-season,summer,city,1546.0,51511.5,36,7.97,1.2,0.1739,36636.0,143.71,0.00392,3.03,2.97,70.3,0.544,27.0,0.328,0,1
OBS010062,2024-07-23,2024,7,Norway,Northern Europe,Continental,CON-Tour-436,235/45 R18,winter,summer,ev,1208.5,24117.1,18,8.11,1.35,0.2747,23709.0,164.01,0.00692,2.55,3.07,73.4,0.631,-1.3,0.672,0,1
OBS010063,2023-01-30,2023,1,Czechia,Eastern Europe,Nokian,NOK-Eco-997,235/45 R18,all-season,winter,city,2141.7,75727.2,35,7.98,1.2,0.1857,34351.0,140.16,0.00408,2.83,3.76,73.5,0.562,12.3,0.508,0,1
OBS010064,2024-02-04,2024,2,Czechia,Eastern Europe,Bridgestone,BRI-Tour-205,255/40 R19,winter,winter,city,1075.0,11228.4,9,8.71,7.11,0.1421,50061.0,186.03,0.00372,3.0,4.07,75.7,0.534,4.1,0.397,1,0
OBS010065,2023-04-08,2023,4,France,Western Europe,Michelin,MIC-Tour-238,225/45 R17,summer,mild,suv,1749.6,23309.2,14,8.13,3.34,0.2037,32054.0,128.32,0.004,2.75,3.87,74.0,0.473,19.5,0.653,0,1
OBS010066,2021-06-24,2021,6,Czechia,Eastern Europe,Goodyear,GOO-Sport-816,195/65 R15,all-season,summer,fleet,1629.0,32197.6,18,7.76,2.02,0.1774,34754.0,159.83,0.0046,3.08,3.9,74.4,0.681,4.5,0.308,0,1
OBS010067,2021-02-19,2021,2,Norway,Northern Europe,Michelin,MIC-Grip-222,195/65 R15,all-season,winter,suv,1145.1,8341.2,8,8.8,6.56,0.2699,26682.0,158.07,0.00592,3.19,3.76,72.9,0.602,1.8,0.797,0,0
OBS010068,2023-10-31,2023,10,Poland,Eastern Europe,Pirelli,PIR-Eco-946,195/65 R15,summer,mild,family,2111.3,16265.9,7,8.19,4.55,0.2156,30555.0,174.34,0.00571,2.59,3.08,73.4,0.721,8.0,0.718,0,1
OBS010069,2025-12-06,2025,12,Sweden,Northern Europe,Bridgestone,BRI-Grip-754,255/40 R19,summer,winter,ev,1115.9,22562.1,20,7.72,1.73,0.268,22820.0,183.09,0.00802,2.96,3.16,71.6,0.519,9.7,0.575,0,1
OBS010070,2022-02-12,2022,2,Czechia,Eastern Europe,Goodyear,GOO-Sport-914,195/65 R15,summer,winter,family,589.9,19386.8,35,7.76,4.07,0.2,30785.0,173.18,0.00563,2.64,3.15,73.9,0.629,2.3,0.392,0,1
OBS010071,2024-10-19,2024,10,Spain,Southern Europe,Hankook,HAN-Drive-152,235/45 R18,all-season,mild,suv,738.5,20601.1,26,8.78,4.36,0.2222,32320.0,131.8,0.00408,3.36,3.95,72.0,0.428,19.4,0.194,1,0
OBS010072,2023-08-31,2023,8,Portugal,Southern Europe,Yokohama,YOK-Grip-930,205/55 R16,all-season,summer,family,1788.3,79750.7,49,7.49,1.2,0.1779,33127.0,130.14,0.00393,2.7,3.11,72.2,0.53,14.8,0.266,0,1
OBS010073,2023-09-06,2023,9,Czechia,Eastern Europe,Michelin,MIC-Grip-338,195/65 R15,winter,mild,suv,1761.1,23621.1,15,8.29,2.4,0.2353,28455.0,144.23,0.00507,2.79,3.48,71.7,0.546,6.6,0.541,0,1
OBS010074,2021-11-26,2021,11,Sweden,Northern Europe,Yokohama,YOK-Sport-990,225/45 R17,summer,mild,fleet,1486.8,20423.8,13,8.28,4.3,0.2025,32975.0,120.19,0.00365,2.42,3.47,73.4,0.72,-0.2,0.515,0,1
OBS010075,2023-12-21,2023,12,France,Western Europe,Goodyear,GOO-Grip-874,255/40 R19,summer,winter,ev,1377.3,15391.8,11,8.22,4.78,0.2377,27834.0,208.0,0.00747,2.15,3.36,74.3,0.412,9.2,0.488,0,0
OBS010076,2021-09-29,2021,9,Sweden,Northern Europe,Nokian,NOK-Grip-482,195/65 R15,summer,mild,ev,1446.8,19774.7,12,7.89,3.58,0.232,27117.0,187.62,0.00692,2.54,3.49,74.8,0.414,5.6,0.294,0,1
OBS010077,2019-07-10,2019,7,Netherlands,Western Europe,Bridgestone,BRI-Eco-525,255/40 R19,winter,summer,ev,1243.9,45780.6,32,8.16,1.2,0.2715,24172.0,200.55,0.0083,3.51,3.48,74.7,0.512,21.7,0.845,0,1
OBS010078,2020-09-13,2020,9,Poland,Eastern Europe,Bridgestone,BRI-Sport-193,225/45 R17,all-season,mild,family,1033.1,17083.0,16,8.81,6.3,0.1609,44826.0,115.51,0.00258,3.54,3.96,76.6,0.684,15.6,0.479,1,0
OBS010079,2024-03-06,2024,3,France,Western Europe,Continental,CON-Tour-795,195/65 R15,winter,mild,fleet,1172.1,43270.1,42,8.23,1.2,0.2087,31765.0,142.91,0.0045,2.65,3.19,71.4,0.486,17.8,0.763,0,1
OBS010080,2024-05-25,2024,5,France,Western Europe,Bridgestone,BRI-Sport-797,195/65 R15,winter,mild,family,1445.2,84936.0,52,7.35,1.2,0.16,35937.0,156.57,0.00436,2.73,3.5,75.1,0.484,21.2,0.639,0,1
OBS010081,2024-04-10,2024,4,Poland,Eastern Europe,Goodyear,GOO-Sport-900,235/45 R18,summer,mild,fleet,1004.4,50788.9,48,7.54,1.2,0.2043,29060.0,150.62,0.00518,2.78,3.26,73.0,0.683,15.4,0.511,0,1
OBS010082,2022-01-22,2022,1,Spain,Southern Europe,Nokian,NOK-Tour-659,205/55 R16,summer,winter,suv,1350.5,32660.8,22,7.03,1.2,0.2071,26216.0,117.35,0.00448,2.58,3.04,73.8,0.447,24.8,0.338,0,1
OBS010083,2025-05-30,2025,5,Portugal,Southern Europe,Pirelli,PIR-Tour-551,195/65 R15,winter,mild,city,1206.9,42991.7,38,7.93,1.2,0.1674,37826.0,140.0,0.0037,3.02,3.28,72.6,0.644,21.2,0.233,0,1
OBS010084,2023-03-12,2023,3,Portugal,Southern Europe,Bridgestone,BRI-Drive-446,255/40 R19,winter,mild,ev,646.7,27745.6,46,7.96,1.2,0.2511,25347.0,205.05,0.00809,2.44,3.25,74.5,0.469,27.8,0.52,0,1
OBS010085,2022-01-12,2022,1,Germany,Western Europe,Pirelli,PIR-Tour-453,255/40 R19,summer,winter,family,1182.7,11664.1,12,7.78,5.68,0.1776,34821.0,180.16,0.00517,2.61,3.56,71.4,0.55,16.0,0.602,0,0
OBS010086,2025-02-02,2025,2,Sweden,Northern Europe,Pirelli,PIR-Sport-166,225/45 R17,winter,winter,family,1959.3,22964.8,14,7.52,2.87,0.1978,29904.0,120.43,0.00403,2.74,3.56,71.9,0.603,2.1,0.475,1,1
OBS010087,2019-12-23,2019,12,Norway,Northern Europe,Michelin,MIC-Grip-949,225/45 R17,all-season,winter,ev,1049.2,42236.0,49,8.01,1.2,0.2604,24614.0,164.51,0.00668,2.9,3.63,75.2,0.674,8.8,0.417,0,1
OBS010088,2020-05-05,2020,5,Poland,Eastern Europe,Michelin,MIC-Tour-682,225/45 R17,winter,mild,family,1041.8,27769.8,25,7.83,2.74,0.1801,34575.0,130.07,0.00376,2.6,3.86,70.2,0.581,4.2,0.445,0,1
OBS010089,2024-02-17,2024,2,Norway,Northern Europe,Pirelli,PIR-Drive-897,195/65 R15,summer,winter,family,1254.5,46185.6,32,7.71,1.2,0.1927,31715.0,169.51,0.00534,2.22,3.29,73.3,0.768,0.6,0.534,0,1
OBS010090,2021-08-06,2021,8,Poland,Eastern Europe,Bridgestone,BRI-Sport-133,235/45 R18,summer,summer,suv,1548.2,59798.5,37,8.38,1.2,0.2188,30979.0,156.85,0.00506,3.28,3.28,73.6,0.633,1.7,0.428,1,1
OBS010091,2023-08-07,2023,8,Poland,Eastern Europe,Continental,CON-Grip-868,255/40 R19,winter,summer,family,1459.5,14594.1,12,8.78,6.71,0.153,46929.0,167.95,0.00358,3.28,4.44,72.8,0.51,10.4,0.503,0,0
OBS010092,2020-03-04,2020,3,Germany,Western Europe,Continental,CON-Drive-895,195/65 R15,all-season,mild,ev,2059.0,70552.6,39,7.13,1.2,0.2506,22058.0,186.67,0.00846,3.1,3.36,73.0,0.596,10.2,0.791,1,1
OBS010093,2022-02-25,2022,2,Sweden,Northern Europe,Pirelli,PIR-Drive-488,235/45 R18,winter,winter,family,1799.4,2049.5,1,7.87,7.1,0.1615,38856.0,140.39,0.00361,2.99,3.62,73.4,0.549,6.5,0.433,1,0
OBS010094,2024-10-24,2024,10,Germany,Western Europe,Goodyear,GOO-Grip-557,225/45 R17,winter,mild,ev,1537.2,61150.7,41,8.02,1.2,0.2784,23045.0,141.98,0.00616,3.31,3.27,73.8,0.695,10.1,0.418,0,1
OBS010095,2023-06-23,2023,6,Portugal,Southern Europe,Yokohama,YOK-Drive-341,195/65 R15,all-season,summer,fleet,1756.7,65977.1,34,8.18,1.2,0.1881,34963.0,168.56,0.00482,2.64,4.12,71.5,0.605,14.6,0.344,0,1
OBS010096,2024-12-21,2024,12,Portugal,Southern Europe,Goodyear,GOO-Tour-161,255/40 R19,all-season,winter,ev,1757.4,16080.1,10,7.83,3.6,0.2419,25751.0,203.25,0.00789,2.59,3.45,73.9,0.536,18.2,0.487,0,1
OBS010097,2023-11-29,2023,11,Norway,Northern Europe,Goodyear,GOO-Sport-191,195/65 R15,summer,mild,family,1411.0,46259.6,31,8.59,1.2,0.1786,39146.0,161.27,0.00412,3.37,3.59,72.7,0.741,10.5,0.437,0,1
